#|num|weight|mean|covariance matrix|
|0|0.028730896274|-25.557559328542 -12.781254315590 -126.171583666612|44.840625713677 11.346355449329 -16.160738109407 11.346355449329 18.343934223256 -9.073764997486 -16.160738109407 -9.073764997486 38.954964135515|
|1|0.009119637462|1.367805010460 -12.177533117029 -189.490787269499|7.656662282148 0.829375851696 -0.581932975751 0.829375851696 6.813767982966 -3.237661270995 -0.581932975751 -3.237661270995 22.525232332933|
|2|0.026866014238|-10.711918855660 -7.075435575519 -150.138404628811|11.657246112874 2.050541517904 10.153248759371 2.050541517904 26.191053762792 17.421161693516 10.153248759371 17.421161693516 87.103821787339|
|3|0.009213031798|-11.481323938341 10.069336515158 -123.368032275482|10.896372503411 -3.869860192840 -0.054144703893 -3.869860192840 12.756910862167 2.011554025764 -0.054144703893 2.011554025764 25.655950860411|
|4|0.015229356040|-26.701522961498 20.498754341704 -132.597852672721|23.581209734300 -0.648196346281 -1.236301053390 -0.648196346281 33.199367551577 7.725462206070 -1.236301053390 7.725462206070 29.716242692197|
|5|0.031584840910|-18.562815476044 -2.717938115350 -118.776363833702|30.524091113127 12.973390930886 -11.626958816899 12.973390930886 44.201884462061 10.498900264184 -11.626958816899 10.498900264184 29.864757742704|
|6|0.022472432850|-43.053039221603 -2.848523228738 -125.755163797472|23.299046315550 -7.643274588993 11.514488682092 -7.643274588993 36.782827329257 13.241684669558 11.514488682092 13.241684669558 50.158423044149|
|7|0.008243548853|-41.720334245991 16.296565695461 -118.684486687078|19.431359048107 8.379630014570 4.288420652455 8.379630014570 14.150158882893 9.704863971253 4.288420652455 9.704863971253 25.242032840151|
|8|0.012465449276|-6.185073156901 0.831637152641 -132.567778173880|6.923912297050 -2.002254311757 -3.062977543744 -2.002254311757 20.407541755488 1.143373571259 -3.062977543744 1.143373571259 21.887729363167|
|9|0.008998838029|-24.648360635359 19.580714129826 -141.752483167890|16.070003360972 3.153035252726 0.695493313868 3.153035252726 13.861387418452 2.178559307538 0.695493313868 2.178559307538 7.043635705591|
|10|0.048156175803|-31.804663540177 0.023538081843 -116.434211827359|39.832338791502 -4.150306085799 2.898069116052 -4.150306085799 63.549269960887 16.555221669444 2.898069116052 16.555221669444 28.993424086368|
|11|0.006575785251|-9.542659966807 -7.839660116898 -133.334156121462|13.177487471546 5.470021575427 0.450583511578 5.470021575427 14.516632800307 10.702449949432 0.450583511578 10.702449949432 31.048028102010|
|12|0.011109628809|-31.358419970851 26.506702352428 -124.805798379522|13.123453919761 1.844275500438 0.036988820822 1.844275500438 18.026382368100 -8.323236201927 0.036988820822 -8.323236201927 15.752554180235|
|13|0.010043005615|-33.828591596534 24.085953226366 -132.920427296986|6.969463915418 1.070692889218 -2.404926470670 1.070692889218 24.571869940697 6.752158411797 -2.404926470670 6.752158411797 16.427531852383|
|14|0.018122504212|-43.773756161738 7.344913805122 -124.429294051786|26.544438083028 13.313773570478 8.461630916120 13.313773570478 38.460511713374 21.684548627808 8.461630916120 21.684548627808 37.466989668103|
|15|0.012330548615|-16.424531901630 9.547356922601 -112.491568877380|23.439536906061 -1.958460254011 -14.712747717717 -1.958460254011 12.397546764859 -1.329422886067 -14.712747717717 -1.329422886067 22.678566103788|
|16|0.005801418227|-22.192048043423 -15.897984782470 -121.505805715679|13.076809829807 2.909419569937 -7.091605260144 2.909419569937 6.945366555677 0.215322261397 -7.091605260144 0.215322261397 22.800200235648|
|17|0.011929933256|-43.112147166809 -12.122397895013 -145.887143434431|15.451839185662 -0.377102171651 -2.117116363775 -0.377102171651 6.314351095816 -1.085800947362 -2.117116363775 -1.085800947362 20.397655621600|
|18|0.022125180246|-19.154452687879 11.752600383136 -130.730425695091|32.472492723779 -23.370835926824 8.414390827302 -23.370835926824 49.964656753499 1.249323494442 8.414390827302 1.249323494442 31.412751322445|
|19|0.019988123163|-31.118300628588 8.366854117763 -142.402339860970|44.204495119158 7.357104611029 21.618730162051 7.357104611029 29.186610913143 6.382319613612 21.618730162051 6.382319613612 24.553072456772|
|20|0.016350263187|-7.124359369315 -5.552492567655 -190.934564568776|14.090534421894 -3.110229838377 -6.518270706820 -3.110229838377 10.956437762477 -0.182047778529 -6.518270706820 -0.182047778529 17.418173308855|
|21|0.012509309085|-14.539159542837 -13.617281425463 -144.103496645427|23.896844955290 -1.920109252519 -14.508251297984 -1.920109252519 9.573432259262 14.097074390096 -14.508251297984 14.097074390096 68.534986306902|
|22|0.033106418136|-36.295970425460 -4.547399048466 -148.095439357363|43.048800623939 -6.931628279722 -14.946945555985 -6.931628279722 25.727681369046 2.202199791941 -14.946945555985 2.202199791941 29.866258841466|
|23|0.027040722685|-38.319127490327 -11.574801840817 -130.973712756138|27.123422152169 -4.550910540817 13.242926533875 -4.550910540817 19.922774444046 -14.978630291524 13.242926533875 -14.978630291524 59.044459344725|
|24|0.013358898995|-24.418419405573 27.488365846088 -132.863666322151|18.476934407463 -3.745863672046 0.581327198844 -3.745863672046 13.042878452073 8.031055068343 0.581327198844 8.031055068343 21.972929998850|
|25|0.011563625172|-39.643900815580 -17.992340097149 -121.823528132813|12.066619180616 -4.104313317908 4.156583142086 -4.104313317908 11.386051728376 -3.454201612909 4.156583142086 -3.454201612909 18.701352084370|
|26|0.012625998120|-39.692347100475 5.369508487170 -152.126997978754|16.925677066727 -6.866713692137 0.251571410005 -6.866713692137 24.882332461926 7.550254705784 0.251571410005 7.550254705784 10.502408236865|
